INFO 2025-03-10 19:10:33,175 autoreload Watching for file changes with StatReloader
DEBUG 2025-03-10 19:10:33,677 autoreload File C:\Users\Matei\AppData\Roaming\Python\Python313\site-packages\django\contrib\contenttypes\checks.py first seen with mtime 1735919080.163594
DEBUG 2025-03-10 19:10:33,677 autoreload File C:\Python313\Lib\base64.py first seen with mtime 1733252248.0
DEBUG 2025-03-10 19:10:33,677 autoreload File C:\Users\Matei\AppData\Roaming\Python\Python313\site-packages\django\db\models\fields\related.py first seen with mtime 1735919081.9101405
DEBUG 2025-03-10 19:10:33,677 autoreload File C:\Users\Matei\AppData\Roaming\Python\Python313\site-packages\django\db\backends\postgresql\creation.py first seen with mtime 1735919081.8604472
DEBUG 2025-03-10 19:10:33,677 autoreload File C:\Users\Matei\AppData\Roaming\Python\Python313\site-packages\dotenv\main.py first seen with mtime 1735919113.9695754
DEBUG 2025-03-10 19:10:33,677 autoreload File C:\Users\Matei\AppData\Roaming\Python\Python313\site-packages\reportlab\pdfbase\_fontdata_widths_helvetica.py first seen with mtime 1735919657.0494225
DEBUG 2025-03-10 19:10:33,677 autoreload File C:\Users\Matei\AppData\Roaming\Python\Python313\site-packages\django\shortcuts.py first seen with mtime 1735919079.382785
DEBUG 2025-03-10 19:10:33,677 autoreload File C:\Python313\Lib\ipaddress.py first seen with mtime 1733252248.0
DEBUG 2025-03-10 19:10:33,677 autoreload File C:\Users\Matei\AppData\Roaming\Python\Python313\site-packages\psycopg\__init__.py first seen with mtime 1735919545.950178
DEBUG 2025-03-10 19:10:33,678 autoreload File C:\Python313\Lib\__future__.py first seen with mtime 1733252248.0
DEBUG 2025-03-10 19:10:33,678 autoreload File C:\Users\Matei\AppData\Roaming\Python\Python313\site-packages\django\utils\asyncio.py first seen with mtime 1735919082.059448
DEBUG 2025-03-10 19:10:33,678 autoreload File C:\Python313\Lib\random.py first seen with mtime 1733252248.0
DEBUG 2025-03-10 19:10:33,678 autoreload File C:\Users\Matei\AppData\Roaming\Python\Python313\site-packages\django\core\management\commands\runserver.py first seen with mtime 1735919081.8102255
DEBUG 2025-03-10 19:10:33,678 autoreload File C:\Users\Matei\AppData\Roaming\Python\Python313\site-packages\django\contrib\admin\models.py first seen with mtime 1735919079.580456
DEBUG 2025-03-10 19:10:33,678 autoreload File C:\Users\Matei\proiect_django\aplicatie1\apps.py first seen with mtime 1727965737.489079
DEBUG 2025-03-10 19:10:33,678 autoreload File C:\Users\Matei\AppData\Roaming\Python\Python313\site-packages\psycopg\_adapters_map.py first seen with mtime 1735919545.950178
DEBUG 2025-03-10 19:10:33,678 autoreload File C:\Users\Matei\AppData\Roaming\Python\Python313\site-packages\django\db\models\fields\files.py first seen with mtime 1735919081.9054596
DEBUG 2025-03-10 19:10:33,678 autoreload File C:\Python313\Lib\asyncio\base_events.py first seen with mtime 1733252248.0
DEBUG 2025-03-10 19:10:33,678 autoreload File C:\Users\Matei\AppData\Roaming\Python\Python313\site-packages\django\forms\formsets.py first seen with mtime 1735919081.9327757
DEBUG 2025-03-10 19:10:33,678 autoreload File C:\Users\Matei\AppData\Roaming\Python\Python313\site-packages\django\contrib\sessions\apps.py first seen with mtime 1735919081.2845013
DEBUG 2025-03-10 19:10:33,678 autoreload File C:\Users\Matei\AppData\Roaming\Python\Python313\site-packages\psycopg\types\datetime.py first seen with mtime 1735919545.972448
DEBUG 2025-03-10 19:10:33,678 autoreload File C:\Python313\Lib\copyreg.py first seen with mtime 1733252248.0
DEBUG 2025-03-10 19:10:33,678 autoreload File C:\Python313\Lib\asyncio\protocols.py first seen with mtime 1733252248.0
DEBUG 2025-03-10 19:10:33,679 autoreload File C:\Users\Matei\AppData\Roaming\Python\Python313\site-packages\django\contrib\messages\api.py first seen with mtime 1735919080.8711889
DEBUG 2025-03-10 19:10:33,679 autoreload File C:\Users\Matei\AppData\Roaming\Python\Python313\site-packages\django\db\transaction.py first seen with mtime 1735919081.8279932
DEBUG 2025-03-10 19:10:33,679 autoreload File C:\Users\Matei\AppData\Roaming\Python\Python313\site-packages\psycopg\_tpc.py first seen with mtime 1735919545.9600737
DEBUG 2025-03-10 19:10:33,679 autoreload File C:\Users\Matei\AppData\Roaming\Python\Python313\site-packages\psycopg\_encodings.py first seen with mtime 1735919545.950178
DEBUG 2025-03-10 19:10:33,679 autoreload File C:\Users\Matei\AppData\Roaming\Python\Python313\site-packages\reportlab\pdfbase\_fontdata_enc_symbol.py first seen with mtime 1735919657.0494225
DEBUG 2025-03-10 19:10:33,679 autoreload File C:\Python313\Lib\importlib\metadata\_itertools.py first seen with mtime 1733252248.0
DEBUG 2025-03-10 19:10:33,679 autoreload File C:\Users\Matei\AppData\Roaming\Python\Python313\site-packages\django\template\loaders\base.py first seen with mtime 1735919082.0358124
DEBUG 2025-03-10 19:10:33,679 autoreload File C:\Users\Matei\AppData\Roaming\Python\Python313\site-packages\django\template\loaders\filesystem.py first seen with mtime 1735919082.036813
DEBUG 2025-03-10 19:10:33,679 autoreload File C:\Python313\Lib\_weakrefset.py first seen with mtime 1733252248.0
DEBUG 2025-03-10 19:10:33,679 autoreload File C:\Users\Matei\AppData\Roaming\Python\Python313\site-packages\django\template\engine.py first seen with mtime 1735919082.023746
DEBUG 2025-03-10 19:10:33,679 autoreload File C:\Users\Matei\AppData\Roaming\Python\Python313\site-packages\django\core\management\commands\__init__.py first seen with mtime 1735919081.7985518
DEBUG 2025-03-10 19:10:33,679 autoreload File C:\Users\Matei\AppData\Roaming\Python\Python313\site-packages\psycopg\_queries.py first seen with mtime 1735919545.959286
DEBUG 2025-03-10 19:10:33,679 autoreload File C:\Users\Matei\AppData\Roaming\Python\Python313\site-packages\django\http\__init__.py first seen with mtime 1735919082.0057242
DEBUG 2025-03-10 19:10:33,679 autoreload File C:\Users\Matei\AppData\Roaming\Python\Python313\site-packages\django\contrib\sessions\middleware.py first seen with mtime 1735919081.2867198
DEBUG 2025-03-10 19:10:33,680 autoreload File C:\Python313\Lib\email\mime\__init__.py first seen with mtime 1733252248.0
DEBUG 2025-03-10 19:10:33,680 autoreload File C:\Users\Matei\AppData\Roaming\Python\Python313\site-packages\psycopg\types\composite.py first seen with mtime 1735919545.972448
DEBUG 2025-03-10 19:10:33,680 autoreload File C:\Users\Matei\AppData\Roaming\Python\Python313\site-packages\django\contrib\admin\decorators.py first seen with mtime 1735919079.5782018
DEBUG 2025-03-10 19:10:33,680 autoreload File C:\Users\Matei\AppData\Roaming\Python\Python313\site-packages\django\forms\boundfield.py first seen with mtime 1735919081.9304183
DEBUG 2025-03-10 19:10:33,680 autoreload File C:\Users\Matei\AppData\Roaming\Python\Python313\site-packages\psycopg\cursor.py first seen with mtime 1735919545.9633949
DEBUG 2025-03-10 19:10:33,680 autoreload File C:\Python313\Lib\wsgiref\handlers.py first seen with mtime 1733252250.0
DEBUG 2025-03-10 19:10:33,680 autoreload File C:\Python313\Lib\email\header.py first seen with mtime 1733252248.0
DEBUG 2025-03-10 19:10:33,680 autoreload File C:\Users\Matei\AppData\Roaming\Python\Python313\site-packages\sqlparse\utils.py first seen with mtime 1735919078.810152
DEBUG 2025-03-10 19:10:33,680 autoreload File C:\Python313\Lib\importlib\abc.py first seen with mtime 1733252248.0
DEBUG 2025-03-10 19:10:33,680 autoreload File C:\Python313\Lib\textwrap.py first seen with mtime 1733252250.0
DEBUG 2025-03-10 19:10:33,680 autoreload File C:\Python313\Lib\reprlib.py first seen with mtime 1733252248.0
DEBUG 2025-03-10 19:10:33,680 autoreload File C:\Users\Matei\AppData\Roaming\Python\Python313\site-packages\psycopg\_capabilities.py first seen with mtime 1735919545.950178
DEBUG 2025-03-10 19:10:33,680 autoreload File C:\Python313\Lib\asyncio\tasks.py first seen with mtime 1733252248.0
DEBUG 2025-03-10 19:10:33,680 autoreload File C:\Users\Matei\proiect_django\aplicatie1\__init__.py first seen with mtime 1727965737.512079
DEBUG 2025-03-10 19:10:33,680 autoreload File C:\Users\Matei\AppData\Roaming\Python\Python313\site-packages\django\db\models\options.py first seen with mtime 1735919081.8990114
DEBUG 2025-03-10 19:10:33,681 autoreload File C:\Users\Matei\AppData\Roaming\Python\Python313\site-packages\sqlparse\engine\grouping.py first seen with mtime 1735919078.8111496
DEBUG 2025-03-10 19:10:33,681 autoreload File C:\Users\Matei\AppData\Roaming\Python\Python313\site-packages\reportlab\lib\__init__.py first seen with mtime 1735919657.036839
DEBUG 2025-03-10 19:10:33,681 autoreload File C:\Users\Matei\AppData\Roaming\Python\Python313\site-packages\django\utils\translation\reloader.py first seen with mtime 1735919082.0894434
DEBUG 2025-03-10 19:10:33,681 autoreload File C:\Users\Matei\AppData\Roaming\Python\Python313\site-packages\django\contrib\staticfiles\management\commands\runserver.py first seen with mtime 1735919081.7413232
DEBUG 2025-03-10 19:10:33,681 autoreload File C:\Users\Matei\AppData\Roaming\Python\Python313\site-packages\django\core\files\temp.py first seen with mtime 1735919081.772986
DEBUG 2025-03-10 19:10:33,681 autoreload File C:\Users\Matei\AppData\Roaming\Python\Python313\site-packages\django\db\backends\__init__.py first seen with mtime 1735919081.83021
DEBUG 2025-03-10 19:10:33,681 autoreload File C:\Users\Matei\AppData\Roaming\Python\Python313\site-packages\psycopg\_enums.py first seen with mtime 1735919545.950178
DEBUG 2025-03-10 19:10:33,681 autoreload File C:\Users\Matei\AppData\Roaming\Python\Python313\site-packages\django\db\backends\postgresql\__init__.py first seen with mtime 1735919081.8568246
DEBUG 2025-03-10 19:10:33,681 autoreload File C:\Users\Matei\AppData\Roaming\Python\Python313\site-packages\django\contrib\contenttypes\forms.py first seen with mtime 1735919080.1648035
DEBUG 2025-03-10 19:10:33,681 autoreload File C:\Python313\Lib\email\generator.py first seen with mtime 1733252248.0
DEBUG 2025-03-10 19:10:33,681 autoreload File C:\Python313\Lib\logging\config.py first seen with mtime 1733252248.0
DEBUG 2025-03-10 19:10:33,681 autoreload File C:\Users\Matei\AppData\Roaming\Python\Python313\site-packages\reportlab\pdfbase\_fontdata_widths_helveticaboldoblique.py first seen with mtime 1735919657.0494225
DEBUG 2025-03-10 19:10:33,681 autoreload File C:\Users\Matei\AppData\Roaming\Python\Python313\site-packages\psycopg\rows.py first seen with mtime 1735919545.9667573
DEBUG 2025-03-10 19:10:33,681 autoreload File C:\Users\Matei\AppData\Roaming\Python\Python313\site-packages\django\utils\timesince.py first seen with mtime 1735919082.0852146
DEBUG 2025-03-10 19:10:33,682 autoreload File C:\Users\Matei\AppData\Roaming\Python\Python313\site-packages\asgiref\current_thread_executor.py first seen with mtime 1735919079.2157378
DEBUG 2025-03-10 19:10:33,682 autoreload File C:\Python313\Lib\re\_compiler.py first seen with mtime 1733252248.0
DEBUG 2025-03-10 19:10:33,682 autoreload File C:\Users\Matei\AppData\Roaming\Python\Python313\site-packages\django\template\loader_tags.py first seen with mtime 1735919082.0270243
DEBUG 2025-03-10 19:10:33,682 autoreload File C:\Users\Matei\AppData\Roaming\Python\Python313\site-packages\django\middleware\__init__.py first seen with mtime 1735919082.0103464
DEBUG 2025-03-10 19:10:33,682 autoreload File C:\Users\Matei\proiect_django\laborator_django\__init__.py first seen with mtime 1727965603.365265
DEBUG 2025-03-10 19:10:33,682 autoreload File C:\Users\Matei\AppData\Roaming\Python\Python313\site-packages\psycopg\_column.py first seen with mtime 1735919545.950178
